,Value,Name,Season,Position,Age,Team
483,67,Stephen Jordan,10/11,LB,27,Burnley
484,67,Andy Wilkinson,10/11,RB,25,Stoke City
485,67,Iain Turner,10/11,GK,25,Everton
486,67,Rachid Bouaouzan,10/11,RWM,25,Wigan Athetic
487,67,Ali Al-Habsi,10/11,GK,27,Bolton Wanderers
488,67,Kevin Foley,10/11,RB,24,Wolverhampton Wanderers
489,67,Tyrone Mears,10/11,RB,26,Burnley
490,67,Richard Garcia,10/11,RM,27,Hull City
491,66,Frank Nouble,10/11,ST,17,West Ham United
492,66,Diego Arismendi,10/11,CM,21,Stoke City
493,66,Sanchez Watt,10/11,RWM,18,Arsenal
494,66,Nacer Barazite,10/11,CAM,19,Arsenal
495,66,Marek Štěch,10/11,GK,19,West Ham United
496,66,Ritchie De Laet,10/11,CB,20,Manchester United
497,66,Jay Rodriguez,10/11,ST,20,Burnley
498,66,David Edwards,10/11,CM,23,Wolverhampton Wanderers
499,66,Richard Kingson,10/11,GK,31,Wigan Athetic
500,66,Moustapha Salifou,10/11,CAM,26,Aston Villa
501,66,Russell Anderson,10/11,CB,30,Sunderland
502,66,Stuart Parnaby,10/11,RB,27,Birmingham City
503,66,Nick Barmby,10/11,CAM,35,Hull City
504,65,Fernando Guerrero,10/11,RWM,19,Burnley
505,65,Shkodran Mustafi,10/11,CB,17,Everton
506,65,Josh Payne,10/11,CM,18,West Ham United
507,65,Dani Pacheco,10/11,CF,18,Liverpool
508,65,Aaron Doran,10/11,RM,18,Blackburn Rovers
509,65,Chris Basham,10/11,CDM,21,Bolton Wanderers
510,65,Jordan Henderson,10/11,RM,19,Sunderland
511,65,Jay Spearing,10/11,CM,20,Liverpool
512,65,Craig Cathcart,10/11,CB,20,Manchester United
513,65,Sam Vokes,10/11,ST,19,Wolverhampton Wanderers
514,65,Isaiah Osbourne,10/11,CM,21,Aston Villa
515,65,Roy O'Donovan,10/11,ST,24,Sunderland
516,65,Mark Davies,10/11,CM,21,Bolton Wanderers
517,65,Carl Dickinson,10/11,LB,22,Stoke City
518,65,Colin Doyle,10/11,GK,24,Birmingham City
519,65,George Elokobi,10/11,LB,23,Wolverhampton Wanderers
520,65,Greg Halford,10/11,RB,24,Wolverhampton Wanderers
521,65,Won Hee Cho,10/11,CM,26,Wigan Athetic
522,65,Franck Queudrue,10/11,LB,31,Birmingham City
523,64,Péter Kurucz,10/11,GK,21,West Ham United
524,64,Lauri Dalla Valle,10/11,CF,17,Liverpool
525,64,Nathan Eccleston,10/11,ST,18,Liverpool
526,64,Vito Mannone,10/11,GK,21,Arsenal
527,64,Stephen O'Halloran,10/11,CB,21,Aston Villa
528,64,Darren Ward,10/11,CB,30,Wolverhampton Wanderers
529,64,Amaya,10/11,CB,26,Wigan Athetic
530,64,David Martin,10/11,GK,23,Liverpool
531,64,Matt Hill,10/11,LB,28,Wolverhampton Wanderers
532,64,Grégory Vignal,10/11,LB,28,Birmingham City
533,63,Cody Arnoux,10/11,ST,21,Everton
534,63,Hope Akpan,10/11,CDM,18,Everton
535,63,Vitor Coutinho Flora,10/11,ST,19,Liverpool
536,63,Omar Koroma,10/11,CF,19,Portsmouth
537,63,Nathan Baker,10/11,CB,18,Aston Villa
538,63,Gavin Gunning,10/11,CB,18,Blackburn Rovers
539,63,Thomas Cruise,10/11,CB,18,Arsenal
540,63,Thomas Kupisz,10/11,CM,19,Wigan Athetic
541,63,Nicky Featherstone,10/11,RM,20,Hull City
542,63,Elliot Omozusi,10/11,RB,20,Fulham
543,63,Terry Dixon,10/11,ST,19,West Ham United
544,62,Bondz N'Gala,10/11,CB,19,West Ham United
545,62,Chris Mavinga,10/11,LB,18,Liverpool
546,62,Anton Peterlin,10/11,CDM,22,Everton
547,62,Diego Alonso Penny,10/11,GK,25,Burnley
548,62,James Chester,10/11,CB,20,Manchester United
549,62,James McCarten,10/11,CB,18,Everton
550,62,Zavon Hines,10/11,CF,20,West Ham United
551,62,James O'Shea,10/11,RWM,21,Birmingham City
552,62,Tomasz Cywka,10/11,CAM,21,Wigan Athetic
553,62,Kerrea Gilbert,10/11,RB,22,Arsenal
554,62,Marc Wilson,10/11,CB,22,Portsmouth
555,62,Gunnar Nielsen,10/11,GK,22,Manchester City
556,62,Carl Ikeme,10/11,GK,23,Wolverhampton Wanderers
557,62,Magnus Wolff Eikrem,10/11,CM,19,Manchester United
558,62,Tony Warner,10/11,GK,35,Hull City
559,61,Andrew Haworth,10/11,RWM,20,Blackburn Rovers
560,61,Michael Liddle,10/11,LB,19,Sunderland
561,61,Brian Easton,10/11,LB,21,Burnley
562,61,Ron-Robert Zieler,10/11,GK,20,Manchester United
563,61,Shane Lowry,10/11,CB,20,Aston Villa
564,61,Stephen Darby,10/11,RB,20,Liverpool
565,61,Kevin McDonald,10/11,CM,20,Burnley
566,61,Wayne Brown,10/11,CAM,21,Fulham
567,61,Mark Little,10/11,LB,21,Wolverhampton Wanderers
568,61,Jon Routledge,10/11,CDM,19,Wigan Athetic
569,60,Conor Hourihane,10/11,CM,18,Sunderland
570,60,Adam Smith,10/11,LB,18,Tottenham Hotspur
571,60,Victor Pálsson,10/11,CM,18,Liverpool
572,60,Chris Smalling,10/11,CB,19,Fulham
573,60,Francis Coquelin,10/11,CDM,18,Arsenal
574,60,Danijel Subotić,10/11,ST,20,Portsmouth
575,60,Gilles Sunu,10/11,CF,18,Arsenal
576,60,Rhys Murphy,10/11,ST,18,Arsenal
577,60,Sam Hewson,10/11,CM,20,Manchester United
578,60,Richard Eckersley,10/11,RB,20,Burnley
579,60,Ádám Bogdán,10/11,GK,21,Bolton Wanderers
580,60,Nick Blackman,10/11,CF,19,Blackburn Rovers
581,60,Joe Holt,10/11,CM,19,Wigan Athetic
582,60,Jay Emmanuel-Thomas,10/11,CDM,18,Arsenal
583,60,Onismor Bhasera,10/11,LB,22,Portsmouth
584,60,Michael Kay,10/11,RB,19,Sunderland
585,60,Artur Krysiak,10/11,GK,20,Birmingham City
586,60,Daniel Jones,10/11,LM,22,Wolverhampton Wanderers
587,60,Shaun Cummings,10/11,RWB,20,Chelsea
588,60,Sam Hutchinson,10/11,RB,20,Chelsea
589,60,Nathan Doyle,10/11,CM,22,Hull City
590,60,Jason Brown,10/11,GK,27,Blackburn Rovers
591,59,Aaron Mooy,10/11,CAM,19,Bolton Wanderers
592,59,Daniel Ward,10/11,ST,17,Bolton Wanderers
593,59,Oscar Jansson,10/11,GK,18,Tottenham Hotspur
594,59,Emmanuel Frimpong,10/11,CDM,17,Arsenal
595,59,Julio Santa Cruz,10/11,ST,19,Blackburn Rovers
596,59,Joel Ward,10/11,CB,19,Portsmouth
597,59,Paul Marshall,10/11,CAM,20,Manchester City
598,59,Antonio Bryan,10/11,ST,19,Manchester United
599,59,Martin Hansen,10/11,GK,19,Liverpool
600,59,Robert Milsom,10/11,LWM,22,Fulham
601,59,Matt Duke,10/11,GK,32,Hull City
602,58,James Hurst,10/11,RB,18,Portsmouth
603,58,Phil Jones,10/11,RB,17,Blackburn Rovers
604,58,Louis Moult,10/11,ST,17,Stoke City
605,58,Andreas Weimann,10/11,CF,18,Aston Villa
606,58,Anthony Edgar,10/11,LM,18,West Ham United
607,58,Oliver Lee,10/11,CAM,18,West Ham United
608,58,Matthew Fry,10/11,CB,18,West Ham United
609,58,David Ball,10/11,ST,19,Manchester City
610,58,Liam Cooper,10/11,CB,18,Hull City
611,58,Corry Evans,10/11,CDM,19,Manchester United
612,58,Eric Lichaj,10/11,RB,20,Aston Villa
613,58,Nathan Luscombe,10/11,LWM,19,Sunderland
614,58,Zoltán Harsányi,10/11,ST,22,Bolton Wanderers
615,58,David Button,10/11,GK,20,Tottenham Hotspur
616,58,Asmir Begovic,10/11,GK,22,Portsmouth
617,58,Ryan Shotton,10/11,CB,20,Stoke City
618,58,David Gray,10/11,RM,21,Manchester United
619,58,Andy Marshall,10/11,GK,34,Aston Villa
620,57,Alex-Ray Harvey,10/11,CDM,19,Burnley
621,57,Nik Kudiersky,10/11,CB,18,Burnley
622,57,Kyle Bennett,10/11,CAM,18,Wolverhampton Wanderers
623,57,Lewis Codling,10/11,ST,18,Everton
624,57,Alex Marrow,10/11,CM,19,Blackburn Rovers
625,57,Danzelle St. Luis-Hamilton,10/11,GK,19,Stoke City
626,57,Nathaniel Wedderburn,10/11,CM,19,Stoke City
627,57,Péter Gulácsi,10/11,GK,19,Liverpool
628,57,Kieran McKenna,10/11,CM,23,Tottenham Hotspur
629,57,Steven Mouyokolo,10/11,CB,22,Hull City
630,57,Ben Amos,10/11,GK,19,Manchester United
631,57,Stephen Ward,10/11,LB,24,Wolverhampton Wanderers
632,56,Wes Fletcher,10/11,ST,18,Burnley
633,56,Ashley Hemmings,10/11,ST,18,Wolverhampton Wanderers
634,56,Adam Clayton,10/11,CAM,20,Manchester City
635,56,Kyle Bartley,10/11,CB,18,Arsenal
636,56,Matthew James,10/11,CM,18,Manchester United
637,56,Lee Butcher,10/11,GK,20,Tottenham Hotspur
638,56,Adam Watts,10/11,CB,21,Fulham
639,56,Matthew Saunders,10/11,CM,19,Fulham
640,55,Tony Brookes,10/11,RB,18,West Ham United
641,55,Scott Malone,10/11,LB,18,Wolverhampton Wanderers
642,55,Fabio Daprelà,10/11,LB,18,West Ham United
643,55,Clayton McDonald,10/11,CB,20,Manchester City
644,55,Radwan Hamed,10/11,ST,20,Tottenham Hotspur
645,55,Anton Blackwood,10/11,CB,18,Tottenham Hotspur
646,55,David Stockdale,10/11,GK,23,Fulham
647,54,Tom Kilbey,10/11,CM,17,Portsmouth
648,54,Nathaniel Mendez-Laing,10/11,RM,17,Wolverhampton Wanderers
649,54,Steven Irwin,10/11,CM,18,Liverpool
650,54,Adam Kay,10/11,CM,19,Burnley
651,54,Jordon Mutch,10/11,CM,17,Birmingham City
652,54,Dean Bouzanis,10/11,GK,18,Liverpool
653,53,Gautier Mahoto,10/11,CM,17,Portsmouth
654,53,Ben Hoskin,10/11,RB,18,Burnley
655,53,Callum McManaman,10/11,ST,18,Wigan Athetic
656,53,Mitchell McPike,10/11,CM,17,Birmingham City
657,53,Jared Wilson,10/11,RB,20,Birmingham City
658,53,David Meyler,10/11,CAM,20,Sunderland
659,52,Román Golobart,10/11,CB,17,Wigan Athetic
660,52,Adam Forshaw,10/11,CM,17,Everton
661,52,Scott Kay,10/11,CM,19,Manchester City
662,52,Marcus Marshall,10/11,ST,19,Blackburn Rovers
663,52,Jonathon Hogg,10/11,RM,20,Aston Villa
664,51,Abian Serrano,10/11,CAM,17,Wigan Athetic
665,51,Örn Eyjólfsson,10/11,CB,19,West Ham United
666,51,Jake Kean,10/11,GK,18,Blackburn Rovers
667,51,Martin Kelly,10/11,CB,19,Liverpool
668,51,Robbie Weir,10/11,CM,20,Sunderland
669,51,Frank Fielding,10/11,GK,21,Blackburn Rovers
670,51,Trevor Carson,10/11,GK,21,Sunderland
671,50,Matthew Lund,10/11,CM,18,Stoke City
672,50,Ben Mee,10/11,LB,19,Manchester City
673,48,Alex Smith,10/11,LB,17,Fulham
674,48,Chris Anderson,10/11,CM,22,Burnley
675,47,Ashley Sammons,10/11,CM,18,Birmingham City
676,43,Jamie Devitt,10/11,CM,18,Hull City
677,43,Will Atkinson,10/11,CM,20,Hull City
678,42,Steve Gardner,10/11,RB,19,Hull City
679,41,Nick McNamara,10/11,CM,19,Hull City
680,40,Ryan Kendall,10/11,ST,19,Hull City
681,88,Wayne Rooney,11/12,ST,24,Manchester United
682,88,Didier Drogba,11/12,ST,32,Chelsea
683,87,Nemanja Vidić,11/12,CB,28,Manchester United
684,87,Frank Lampard,11/12,CAM,32,Chelsea
685,86,Francesc Fabregas,11/12,CM,23,Arsenal
686,86,Andrey Arshavin,11/12,LW,29,Arsenal
687,86,Carlos Tévez,11/12,CF,26,Manchester City
688,86,Fernando Torres,11/12,ST,26,Liverpool
689,86,Steven Gerrard,11/12,CAM,30,Liverpool
690,86,John Terry,11/12,CB,29,Chelsea
691,85,David Silva,11/12,CAM,24,Manchester City
692,85,Michaël Essien,11/12,CM,27,Chelsea
693,85,Pepe Reina,11/12,GK,28,Liverpool
694,85,Robin van Persie,11/12,CF,27,Arsenal
695,85,Rio Ferdinand,11/12,CB,31,Manchester United
696,85,Nicolas Anelka,11/12,ST,31,Chelsea
697,84,Samir Nasri,11/12,CAM,23,Arsenal
698,84,Kolo Touré,11/12,CB,29,Manchester City
699,84,Patrice Evra,11/12,LWB,29,Manchester United
700,84,Petr Čech,11/12,GK,28,Chelsea
701,84,Florent Malouda,11/12,LM,30,Chelsea
702,84,Rafael van der Vaart,11/12,CAM,27,Tottenham Hotspur
703,84,Shay Given,11/12,GK,34,Manchester City
704,83,Luka Modrić,11/12,CAM,24,Tottenham Hotspur
705,83,Luis Antonio Valencia,11/12,RW,25,Manchester United
706,83,Thomas Vermaelen,11/12,CB,24,Arsenal
707,83,Ashley Young,11/12,LW,25,Aston Villa
708,83,Nani,11/12,LW,23,Manchester United
709,83,Alex,11/12,CB,28,Chelsea
710,83,Gomes,11/12,GK,29,Tottenham Hotspur
711,83,Emmanuel Adebayor,11/12,ST,26,Manchester City
712,83,Edwin van der Sar,11/12,GK,39,Manchester United
713,83,Ashley Cole,11/12,LWB,29,Chelsea
714,83,Yaya Touré,11/12,CDM,27,Manchester City
715,82,Branislav Ivanović,11/12,CB,26,Chelsea
716,82,John Obi Mikel,11/12,CDM,23,Chelsea
717,82,Bacary Sagna,11/12,RB,27,Arsenal
718,82,Alexandre Song,11/12,CDM,22,Arsenal
719,82,Aaron Lennon,11/12,RW,23,Tottenham Hotspur
720,82,Daniel Agger,11/12,CB,25,Liverpool
721,82,Joe Hart,11/12,GK,23,Manchester City
722,82,Darren Fletcher,11/12,CM,26,Manchester United
723,82,Marouane Chamakh,11/12,ST,26,Arsenal
724,82,Darren Bent,11/12,ST,26,Sunderland
725,82,Jermain Defoe,11/12,ST,27,Tottenham Hotspur
726,82,Brede Hangeland,11/12,CB,29,Fulham
727,82,Aliaksandr Hleb,11/12,RM,29,Birmingham City
728,82,Mikel Arteta,11/12,CM,28,Everton
729,82,Dimitar Berbatov,11/12,ST,29,Manchester United
730,82,Tim Howard,11/12,GK,31,Everton
731,82,Brad Friedel,11/12,GK,39,Aston Villa
732,82,Tomáš Rosický,11/12,CAM,29,Arsenal
733,82,Gareth Barry,11/12,CDM,29,Manchester City
734,82,Jamie Carragher,11/12,CB,32,Liverpool
735,82,Paul Scholes,11/12,CM,35,Manchester United
736,82,Ryan Giggs,11/12,LM,36,Manchester United
737,81,Mario Balotelli,11/12,ST,20,Manchester City
738,81,Marouane Fellaini,11/12,CDM,22,Everton
739,81,Gareth Bale,11/12,LM,21,Tottenham Hotspur
740,81,Adam Johnson,11/12,LW,23,Manchester City
741,81,Theo Walcott,11/12,RW,21,Arsenal
742,81,Yuriy Zhirkov,11/12,LM,27,Chelsea
743,81,Gaël Clichy,11/12,LWB,25,Arsenal
744,81,Joleon Lescott,11/12,CB,28,Manchester City
745,81,James Milner,11/12,CM,24,Manchester City
746,81,Sébastien Squillaci,11/12,CB,30,Arsenal
747,81,Michael Carrick,11/12,CM,29,Manchester United
748,81,Dirk Kuyt,11/12,ST,30,Liverpool
749,81,Owen Hargreaves,11/12,CDM,29,Manchester United
750,81,Bosingwa,11/12,RWB,28,Chelsea
751,80,Stephen Ireland,11/12,CAM,24,Aston Villa
752,80,Martin Škrtel,11/12,CB,25,Liverpool
753,80,Salomon Kalou,11/12,LW,25,Chelsea
754,80,Niko Kranjčar,11/12,CAM,26,Tottenham Hotspur
755,80,Clint Dempsey,11/12,RM,27,Fulham
756,80,Raúl Meireles,11/12,CM,27,Liverpool
757,80,Milan Jovanović,11/12,LF,29,Liverpool
758,80,Vincent Kompany,11/12,CB,24,Manchester City
759,80,Glen Johnson,11/12,RWB,26,Liverpool
760,80,Michael Dawson,11/12,CB,26,Tottenham Hotspur
761,80,Tom Huddlestone,11/12,CM,23,Tottenham Hotspur
762,80,Stewart Downing,11/12,LW,26,Aston Villa
763,80,Phil Jagielka,11/12,CB,28,Everton
764,80,Nigel De Jong,11/12,CDM,25,Manchester City
765,80,Tim Cahill,11/12,CAM,30,Everton
766,80,Ledley King,11/12,CB,29,Tottenham Hotspur
767,80,Matthew Upson,11/12,CB,31,West Ham United
768,80,John Heitinga,11/12,CB,26,Everton
769,80,John Carew,11/12,ST,30,Aston Villa
770,80,Roque Santa Cruz,11/12,ST,29,Manchester City
771,80,William Gallas,11/12,CB,33,Tottenham Hotspur
772,80,Richard Dunne,11/12,CB,30,Aston Villa
773,80,Louis Saha,11/12,ST,32,Everton
774,80,John O'Shea,11/12,RB,29,Manchester United
775,80,Shaun Wright-Phillips,11/12,RW,28,Manchester City
776,80,Stiliyan Petrov,11/12,CM,31,Aston Villa
777,80,Mark Schwarzer,11/12,GK,37,Fulham
778,80,Joe Cole,11/12,CAM,28,Liverpool
779,79,Aleksandar Kolarov,11/12,LWB,24,Manchester City
780,79,Ramires,11/12,CM,23,Chelsea
781,79,Javier Hernández,11/12,ST,22,Manchester United
782,79,Denilson,11/12,CM,22,Arsenal
783,79,Micah Richards,11/12,RB,22,Manchester City
784,79,Nicklas Bendtner,11/12,ST,22,Arsenal
785,79,Charles N'Zogbia,11/12,LM,24,Wigan Athetic
786,79,Gary Cahill,11/12,CB,24,Bolton Wanderers
787,79,Sebastian Larsson,11/12,RM,25,Birmingham City
788,79,Abou Diaby,11/12,CM,24,Arsenal
789,79,Carlos Cuéllar,11/12,CB,29,Aston Villa
790,79,Maxi Rodríguez,11/12,RM,29,Liverpool
791,79,Sotirios Kyrgiakos,11/12,CB,31,Liverpool
792,79,Bobby Zamora,11/12,ST,29,Fulham
793,79,Damien Duff,11/12,LW,31,Fulham
794,79,Steven Pienaar,11/12,LM,28,Everton
795,79,Yossi Benayoun,11/12,CAM,30,Chelsea
796,79,Jussi Jääskeläinen,11/12,GK,35,Bolton Wanderers
797,78,Vedran Ćorluka,11/12,RB,24,Tottenham Hotspur
798,78,Lucas,11/12,CM,23,Liverpool
799,78,Wilson Palacios,11/12,CM,26,Tottenham Hotspur
800,78,Sébastien Bassong,11/12,CB,24,Tottenham Hotspur
801,78,Giovani dos Santos,11/12,RW,21,Tottenham Hotspur
802,78,Ryan Shawcross,11/12,CB,22,Stoke City
803,78,Anderson,11/12,CM,22,Manchester United
804,78,Cameron Jerome,11/12,ST,23,Birmingham City
805,78,Chinedum Onuoha,11/12,CB,23,Sunderland
806,78,Leighton Baines,11/12,LB,25,Everton
807,78,Johan Djourou,11/12,CB,23,Arsenal
808,78,Hatem Ben Arfa,11/12,RW,23,Newcastle United
809,78,Kenwyne Jones,11/12,ST,25,Stoke City
810,78,Benoît Assou-Ekotto,11/12,LB,26,Tottenham Hotspur
811,78,Lee Chung-Yong,11/12,RW,22,Bolton Wanderers
812,78,David Bentley,11/12,RM,26,Tottenham Hotspur
813,78,Roman Pavlyuchenko,11/12,ST,28,Tottenham Hotspur
814,78,Jonás Gutiérrez,11/12,RM,27,Newcastle United
815,78,Pablo Zabaleta,11/12,RB,25,Manchester City
816,78,John Mensah,11/12,CB,27,Sunderland
817,78,Robert Green,11/12,GK,30,West Ham United
818,78,Stephen Warnock,11/12,LB,28,Aston Villa
819,78,Roger Johnson,11/12,CB,27,Birmingham City
820,78,Craig Gordon,11/12,GK,27,Sunderland
821,78,Peter Crouch,11/12,ST,29,Tottenham Hotspur
822,78,Jonathan Woodgate,11/12,CB,30,Tottenham Hotspur
823,78,Carlton Cole,11/12,ST,26,West Ham United
824,78,Morten Gamst Pedersen,11/12,LM,28,Blackburn Rovers
825,78,Barry Ferguson,11/12,CM,32,Birmingham City
826,78,James Collins,11/12,CB,27,Aston Villa
827,78,Martin Petrov,11/12,LM,31,Bolton Wanderers
828,78,Andrew Johnson,11/12,ST,29,Fulham
829,78,Wes Brown,11/12,CB,30,Manchester United
830,78,Scott Parker,11/12,CM,29,West Ham United
831,78,Patrick Vieira,11/12,CDM,34,Manchester City
832,78,Ryan Nelsen,11/12,CB,32,Blackburn Rovers
833,78,Robbie Keane,11/12,CF,30,Tottenham Hotspur
834,78,Phil Neville,11/12,CDM,33,Everton
835,77,Sandro,11/12,CDM,21,Tottenham Hotspur
836,77,Rafael,11/12,RWB,20,Manchester United
837,77,Mame Biram Diouf,11/12,ST,22,Blackburn Rovers
838,77,Jérôme Boateng,11/12,CB,21,Manchester City
839,77,Jack Rodwell,11/12,CDM,19,Everton
840,77,Pablo Barrera,11/12,RM,23,West Ham United
841,77,Jonny Evans,11/12,CB,22,Manchester United
842,77,Matt Derbyshire,11/12,ST,24,Birmingham City
843,77,Carlos Vela,11/12,ST,21,Arsenal
844,77,Hugo Rodallega,11/12,ST,25,Wigan Athetic
845,77,Fabrice Muamba,11/12,CDM,22,Bolton Wanderers
846,77,Curtis Davies,11/12,CB,25,Aston Villa
847,77,Younes Kaboul,11/12,CB,24,Tottenham Hotspur
848,77,Moussa Dembélé,11/12,CF,23,Fulham
849,77,Scott Dann,11/12,CB,23,Birmingham City
850,77,Ryan Babel,11/12,LF,23,Liverpool
851,77,Kevin Doyle,11/12,ST,26,Wolverhampton Wanderers
852,77,John Paintsil,11/12,RB,29,Fulham
853,77,Stipe Pletikosa,11/12,GK,31,Tottenham Hotspur
854,77,Thomas Sørensen,11/12,GK,34,Stoke City
855,77,Emmanuel Eboué,11/12,RM,27,Arsenal
856,77,Almunia,11/12,GK,33,Arsenal
857,77,Yakubu,11/12,ST,27,Everton
858,77,Luke Young,11/12,RB,31,Aston Villa
859,77,David Dunn,11/12,CAM,30,Blackburn Rovers
860,77,Matthew Etherington,11/12,LM,29,Stoke City
861,77,Christopher Samba,11/12,CB,26,Blackburn Rovers
862,77,Christian Poulsen,11/12,CDM,30,Liverpool
863,77,Paul Scharner,11/12,CB,30,West Bromwich Albion
864,77,James McFadden,11/12,CF,27,Birmingham City
865,77,Ji Sung Park,11/12,RM,29,Manchester United
866,77,Danny Murphy,11/12,CM,33,Fulham
867,77,Paul Robinson,11/12,GK,30,Blackburn Rovers
868,77,Kevin Davies,11/12,ST,33,Bolton Wanderers
869,77,Michael Owen,11/12,ST,30,Manchester United
870,77,Wayne Bridge,11/12,LB,30,Manchester City
871,77,Lee Bowyer,11/12,CM,33,Birmingham City
872,76,Chris Smalling,11/12,CB,20,Manchester United
873,76,Aaron Ramsey,11/12,CM,19,Arsenal
874,76,Kieran Gibbs,11/12,LWB,20,Arsenal
875,76,Nathan Delfouneso,11/12,ST,19,Aston Villa
876,76,Fabian Delph,11/12,CM,20,Aston Villa
877,76,Marc Albrighton,11/12,RM,20,Aston Villa
878,76,Michael Johnson,11/12,CM,22,Manchester City
879,76,Gabriel Obertan,11/12,RW,21,Manchester United
880,76,Michel,11/12,CDM,24,Birmingham City
881,76,Daniel Sturridge,11/12,ST,21,Chelsea
882,76,Lee Cattermole,11/12,CM,22,Sunderland
883,76,Nikola Žigić,11/12,ST,29,Birmingham City
884,76,Laurent Koscielny,11/12,CB,24,Arsenal
885,76,Steven Fletcher,11/12,ST,23,Wolverhampton Wanderers
886,76,Brad Guzan,11/12,GK,25,Aston Villa
887,76,Gabriel Agbonlahor,11/12,RM,23,Aston Villa
888,76,Liam Ridgewell,11/12,CB,26,Birmingham City
889,76,Valon Behrami,11/12,RM,25,West Ham United
890,76,Leon Osman,11/12,CM,29,Everton
891,76,Diniyar Bilyaletdinov,11/12,LM,25,Everton
892,76,Alan Hutton,11/12,RB,25,Tottenham Hotspur
893,76,Nigel Reo-Coker,11/12,CM,26,Aston Villa
894,76,Benjani Mwaruwari,11/12,ST,32,Blackburn Rovers
895,76,Zoltán Gera,11/12,RM,31,Fulham
896,76,Paulo Ferreira,11/12,RB,31,Chelsea
897,76,Abdoulaye Faye,11/12,CB,32,Stoke City
898,76,Zat Knight,11/12,CB,30,Bolton Wanderers
899,76,Kevin Nolan,11/12,CM,28,Newcastle United
900,76,Thomas Hitzlsperger,11/12,CDM,28,West Ham United
901,76,Jermaine Jenas,11/12,CM,27,Tottenham Hotspur
902,76,Fabricio Coloccini,11/12,CB,28,Newcastle United
903,76,Sylvain Distin,11/12,CB,32,Everton
904,76,Aaron Hughes,11/12,CB,30,Fulham
905,76,Chris Kirkland,11/12,GK,29,Wigan Athetic
906,76,El-Hadji Diouf,11/12,RW,29,Blackburn Rovers
907,76,Stephen Carr,11/12,RB,34,Birmingham City
908,76,Emile Heskey,11/12,ST,32,Aston Villa
909,76,Johan Elmander,11/12,ST,29,Bolton Wanderers
910,76,Sol Campbell,11/12,CB,35,Newcastle United
911,76,Gary Neville,11/12,RB,35,Manchester United
912,75,Fábio,11/12,LWB,20,Manchester United
913,75,Jack Wilshere,11/12,CAM,18,Arsenal
914,75,Nikola Kalinić,11/12,ST,22,Blackburn Rovers
915,75,David N'Gog,11/12,ST,21,Liverpool
916,75,Jamie O'Hara,11/12,CM,23,Tottenham Hotspur
917,75,Darron Gibson,11/12,CM,22,Manchester United
918,75,Asamoah Gyan,11/12,ST,24,Sunderland
919,75,Steven Taylor,11/12,CB,24,Newcastle United
920,75,Mark Noble,11/12,CM,23,West Ham United
921,75,Tuncay,11/12,CF,28,Stoke City
922,75,Jô,11/12,ST,23,Manchester City
923,75,Carlos Salcido,11/12,LWB,30,Fulham
924,75,Chris Baird,11/12,CB,28,Fulham
925,75,Michael Turner,11/12,CB,26,Sunderland
926,75,Robert Huth,11/12,CB,26,Stoke City
927,75,Gabriel Tamaş,11/12,CB,26,West Bromwich Albion
928,75,Steve Sidwell,11/12,CM,27,Aston Villa
929,75,Peter Løvenkrands,11/12,LF,30,Newcastle United
930,75,Tomasz Kuszczak,11/12,GK,28,Manchester United
931,75,Dickson Etuhu,11/12,CDM,28,Fulham
932,75,Matthew Taylor,11/12,LM,28,Bolton Wanderers
933,75,Marcus Hahnemann,11/12,GK,38,Wolverhampton Wanderers
934,75,Jason Roberts,11/12,ST,32,Blackburn Rovers
935,75,Paul Konchesky,11/12,LB,29,Liverpool
936,75,Boaz Myhill,11/12,GK,27,West Bromwich Albion
937,75,Simon Davies,11/12,RM,30,Fulham
938,75,Frédéric Piquionne,11/12,ST,31,West Ham United
939,75,Gary Caldwell,11/12,CB,28,Wigan Athetic
940,75,Fábio Aurélio,11/12,LWB,30,Liverpool
941,75,Eidur Gudjohnsen,11/12,CF,31,Stoke City
942,75,Brett Emerton,11/12,RM,31,Blackburn Rovers
943,75,Carlo Cudicini,11/12,GK,36,Tottenham Hotspur
944,74,Phil Jones,11/12,CB,18,Blackburn Rovers
945,74,Nenad Milijaš,11/12,CM,27,Wolverhampton Wanderers
946,74,David Hoilett,11/12,ST,20,Blackburn Rovers
947,74,Steven N'Zonzi,11/12,CDM,21,Blackburn Rovers
948,74,Franco di Santo,11/12,ST,21,Wigan Athetic
949,74,Federico Macheda,11/12,ST,19,Manchester United
950,74,Jack Collison,11/12,CM,21,West Ham United
951,74,Andy Carroll,11/12,ST,21,Newcastle United
952,74,Jermaine Beckford,11/12,ST,26,Everton
953,74,Craig Gardner,11/12,CM,23,Birmingham City
954,74,Cristian Riveros,11/12,CM,27,Sunderland
955,74,Michael Mancienne,11/12,CB,22,Wolverhampton Wanderers
956,74,Ján Mucha,11/12,GK,27,Everton
957,74,Graham Dorrans,11/12,CM,23,West Bromwich Albion
958,74,Somen Tchoyi,11/12,RW,27,West Bromwich Albion
959,74,Ben Foster,11/12,GK,27,Birmingham City
960,74,Hilário,11/12,GK,34,Chelsea
961,74,Marcos Angeleri,11/12,RB,27,Sunderland
962,74,Stephen Hunt,11/12,LM,29,Wolverhampton Wanderers
963,74,Scott Carson,11/12,GK,24,West Bromwich Albion
964,74,Charlie Adam,11/12,CM,24,Blackpool
